,title,runtime,genres,rating,director,producer,cinematographer,writer,budget,domestic,foreign,worldwide,ROI,year,genre_list,Crime,Romance,Mystery,Horror,Action,Western,Sci-Fi,History,Adventure,Thriller,Drama,Fantasy,Biography,Sport,Music,War,Animation,Family,Documentary,Musical,Comedy
277,On the Basis of Sex,120.0,"Biography,Drama",6.9,Mimi Leder,Robert W. Cort,Michael Grady,Daniel Stiepleman,20000000,24622687,13450690,38073377,90.366885,2018,"['Biography', 'Drama']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
278,Lumea e a mea,104.0,Drama,6.3,Nicolae Constantin Tanase,Tudor Giurgiu,Daniel Kosuth,Raluca Manescu,168000,0,29678,29678,-82.3345238095238,2015,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
279,Lights Out,81.0,"Drama,Horror,Mystery",6.3,David F. Sandberg,Lawrence Grey,Marc Spicer,Eric Heisserer,5000000,67268835,81537675,148806510,2876.1302,2016,"['Drama', 'Horror', 'Mystery']",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
280,Unhinged,95.0,Thriller,4.2,Giorgio Serafini,Scott Dolezal,Colemar Nichols,Garry Charles,29000000,0,0,0,-100.0,2019,['Thriller'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
281,How to Be a Latin Lover,115.0,"Comedy,Drama",5.9,Ken Marino,Ben Odell,John Bailey,Jon Zack,10000000,32149404,30406824,62556228,525.56228,2017,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
282,Rough Night,101.0,"Comedy,Crime,Thriller",5.2,Lucia Aniello,Matt Tolmach,Sean Porter,Paul W. Downs,20000000,22105643,24738714,46844357,134.22178499999998,2017,"['Comedy', 'Crime', 'Thriller']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
283,Blood Feast,90.0,Horror,4.9,Marcel Walz,Harald Schmalz,Roland Freitag,Philip Lilienschwarz,1200000,8708,0,8708,-99.27433333333333,2018,['Horror'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,The Resurrection of Gavin Stone,91.0,"Comedy,Drama,Family",6.2,Dallas Jenkins,Michael J. Luisi,Lyn Moncrief,Andrea Gyertson Nasfell,2000000,2303792,0,2303792,15.1896,2017,"['Comedy', 'Drama', 'Family']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
285,Kursk,117.0,"Action,Drama,History",6.5,Thomas Vinterberg,Ariel Zeitoun,Anthony Dod Mantle,Robert Rodat,40000000,0,4212799,4212799,-89.4680025,2019,"['Action', 'Drama', 'History']",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
286,Housefull,,Family,3.9,Linson Antony,Jomon Antony,Neil D'Cuncha,Shiju Nambiath,10100000,1183658,17542642,18726300,85.4089108910891,2010,['Family'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
287,Time to Choose,100.0,Documentary,7.5,Charles Ferguson,Audrey Marrs,Yuanchen Liu,Chad Beck,3500000,29233,0,29233,-99.16477142857143,2016,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
288,Peter Rabbit,95.0,"Adventure,Animation,Comedy",6.6,Will Gluck,Zareh Nalbandian,Peter Menzies Jr.,Rob Lieber,50000000,115234093,231902384,347136477,594.272954,2018,"['Adventure', 'Animation', 'Comedy']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
289,Annabelle: Creation,109.0,"Horror,Mystery,Thriller",6.5,David F. Sandberg,Peter Safran,Maxime Alexandre,Gary Dauberman,15000000,102092201,203292664,305384865,1935.8990999999999,2017,"['Horror', 'Mystery', 'Thriller']",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
290,Weekend,71.0,Horror,3.8,Yoshikazu Ishii,Keijirô Hara,Masafumi Seki,Keisuke Kanayama,190000,484592,1092993,1577585,730.3078947368422,2011,['Horror'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Wuthering Heights,,"Horror,Romance",6.7,Elisaveta Abrahall,Clare Williams,Gary Rogers,Emily Brontë,8000000,100915,2620619,2721534,-65.980825,2012,"['Horror', 'Romance']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Columbus,127.0,Comedy,7.3,R. Samala,Ashwani Kumar Sehdev,Samala Bhasker,M.S. Raju,700000,1017107,93404,1110511,58.64442857142858,2017,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
293,Happy Death Day,96.0,"Horror,Mystery,Thriller",6.5,Christopher Landon,Jason Blum,Toby Oliver,Scott Lobdell,5000000,55683845,69326415,125010260,2400.2052,2017,"['Horror', 'Mystery', 'Thriller']",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
294,Wish Upon,90.0,"Drama,Fantasy,Horror",5.0,John R. Leonetti,Sherryl Clark,Michael Galbraith,Barbara Marshall,12000000,14301505,9175840,23477345,95.64454166666667,2017,"['Drama', 'Fantasy', 'Horror']",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
295,Lean on Pete,121.0,"Adventure,Drama",7.2,Andrew Haigh,Tristan Goligher,Magnus Nordenhof Jønck,Willy Vlautin,8000000,1163056,1291971,2455027,-69.3121625,2018,"['Adventure', 'Drama']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
296,The Big Sick,120.0,"Comedy,Drama,Romance",7.6,Michael Showalter,Judd Apatow,Brian Burgoyne,Emily V. Gordon,5000000,42872467,11100393,53972860,979.4572000000001,2017,"['Comedy', 'Drama', 'Romance']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
297,Cargo,91.0,Drama,6.4,Gilles Coulier,Wouter Sap,David Williamson,Tom Dupont,4200000,0,313230,313230,-92.54214285714286,2011,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
298,"I, Tonya",120.0,"Biography,Comedy,Drama",7.5,Craig Gillespie,Tom Ackerley,Nicolas Karakatsanis,Steven Rogers,11000000,30014534,23782875,53797409,389.0673545454546,2017,"['Biography', 'Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
299,The Shape of Water,123.0,"Adventure,Drama,Fantasy",7.3,Guillermo del Toro,J. Miles Dale,Dan Laustsen,Vanessa Taylor,19500000,63859435,131931359,195790794,904.0553538461538,2017,"['Adventure', 'Drama', 'Fantasy']",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
300,The Covenant,90.0,Horror,5.2,Robert Conway,Justin L. Anderson,Travis Amery,Christopher R. Smith,20000000,23364784,14800000,38164784,90.82392,2006,['Horror'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,Youth,124.0,Drama,7.3,Rakesh Kudalkar,Sundar Sethuraman,Chetan Jagannath Shinde,Vishal Chavan,13000000,2703296,21298277,24001573,84.62748461538462,2015,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
302,The Possession of Hannah Grace,86.0,"Horror,Mystery,Thriller",5.2,Diederik Van Rooijen,Todd Garner,Lennert Hillege,Brian Sieve,6000000,14836174,27949213,42785387,613.0897833333333,2018,"['Horror', 'Mystery', 'Thriller']",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
303,Forsaken,86.0,Thriller,5.0,Conor Allyn,Stacia Crawford,Adrian Peng Correia,Jake Allyn,18000000,0,0,0,-100.0,2016,['Thriller'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
304,Dangal,,Action,4.1,Anil Kulchainiya,Chandu,Prasad Chaurasia,Sudhakar Sharma,9500000,12391761,282262857,294654618,3001.627557894737,2016,['Action'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Captive State,109.0,"Sci-Fi,Thriller",6.9,Rupert Wyatt,David Crockett,Alex Disenhof,Erica Beeney,25000000,5958315,3034985,8993300,-64.0268,2019,"['Sci-Fi', 'Thriller']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
306,Diary of a Wimpy Kid: The Long Haul,91.0,"Comedy,Family",4.4,David Bowers,Brad Simpson,Anthony B. Richmond,Jeff Kinney,22000000,20738724,14870853,35609577,61.86171363636363,2017,"['Comedy', 'Family']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
307,Aladdin,128.0,"Adventure,Comedy,Family",7.4,Guy Ritchie,Dan Lin,Alan Stewart,John August,182000000,246734314,372500000,619234314,240.23863406593406,2019,"['Adventure', 'Comedy', 'Family']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
308,Adam,95.0,Comedy,6.8,Rhys Ernst,Howard Gertler,Shawn Peters,Ariel Schrag,3200000,2283291,551194,2834485,-11.42234375,2009,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
309,Safe,75.0,Thriller,3.8,Paul Ruven,Marian Batavier,Tjitte Jan Nieuwkoop,Mark Gaspercic,33000000,17142080,24353133,41495213,25.743069696969695,2012,['Thriller'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
310,Hitman,147.0,Action,4.9,Wajed Ali Sumon,Mohammad Jahangir Alam,S.M. Azhar,N. Linguswamy,24000000,39687694,59447877,99135571,313.0648791666667,2007,['Action'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Book Club,104.0,"Comedy,Drama,Romance",6.1,Bill Holderman,Andrew Duncan,Andrew Dunn,Erin Simms,10000000,68566296,22547387,91113683,811.13683,2018,"['Comedy', 'Drama', 'Romance']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
312,A Simple Favor,117.0,"Comedy,Crime,Drama",6.9,Paul Feig,Jessie Henderson,John Schwartzman,Jessica Sharzer,20000000,53548586,44080131,97628717,388.143585,2018,"['Comedy', 'Crime', 'Drama']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
313,Destroyer,121.0,"Action,Crime,Drama",6.2,Karyn Kusama,Fred Berger,Julie Kirkwood,Phil Hay,9000000,1533324,2147772,3681096,-59.098933333333335,2018,"['Action', 'Crime', 'Drama']",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
314,Uncle Drew,103.0,"Comedy,Sport",5.7,Charles Stone III,Wyck Godfrey,Karsten Gopinath,Jay Longino,18000000,42469946,4057215,46527161,158.4842277777778,2018,"['Comedy', 'Sport']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
315,El Chicano,108.0,Drama,5.7,Ben Hernandez Bray,Lorenzo di Bonaventura,Juan Miguel Azpiroz,Joe Carnahan,8000000,700261,0,700261,-91.2467375,2019,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
316,"Paul, Apostle of Christ",108.0,"Adventure,Biography,Drama",6.7,Andrew Hyatt,David Zelon,Gerardo Madrazo,Terence Berden,5000000,17547999,7981499,25529498,410.58995999999996,2018,"['Adventure', 'Biography', 'Drama']",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
317,Instant Family,118.0,"Comedy,Drama",7.4,Sean Anders,Stephen Levinson,Brett Pawlak,John Morris,48000000,67363237,52372951,119736188,149.45039166666666,2018,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
318,Spotlight,99.0,Drama,8.0,Sunkanmi Adebayo,Emem Isong,Uche Alexmoore,Anthony Kehinde Joseph,20000000,45055776,47032684,92088460,360.4423,2015,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
319,Teefa in Trouble,155.0,"Action,Comedy,Crime",7.4,Ahsan Rahim,Dawid Szurmiej,Zain Haleem,Danyal Zafar,1500000,0,98806,98806,-93.41293333333334,2018,"['Action', 'Comedy', 'Crime']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
320,Happy Death Day 2U,100.0,"Drama,Horror,Mystery",6.3,Christopher Landon,Jason Blum,Toby Oliver,Scott Lobdell,9000000,28051045,36128450,64179495,613.1055,2019,"['Drama', 'Horror', 'Mystery']",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
321,Red,90.0,Drama,8.1,Michael Grandage,Austin Shaw,Nick Morris,John Logan,60000000,90380162,106059531,196439693,227.39948833333332,2010,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
322,Walter,90.0,Comedy,6.4,Varante Soudjian,Aïssa Djabri,Morgan S. Dalibert,Thomas Pone,700000,0,0,0,-100.0,2015,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
323,Extremely Loud & Incredibly Close,129.0,"Adventure,Drama,Mystery",6.9,Stephen Daldry,Scott Rudin,Chris Menges,Eric Roth,40000000,31847881,23400000,55247881,38.1197025,2011,"['Adventure', 'Drama', 'Mystery']",0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
324,Psych:9,98.0,"Horror,Mystery,Thriller",4.5,Andrew Shortell,Philip Waley,Shane Daly,Lawrence Robinson,5000000,0,0,0,-100.0,2010,"['Horror', 'Mystery', 'Thriller']",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
325,Battle Los Angeles,116.0,"Action,Sci-Fi",5.8,Jonathan Liebesman,Neal H. Moritz,Lukas Ettlin,Christopher Bertolini,70000000,83552429,129911547,213463976,204.94853714285713,2011,"['Action', 'Sci-Fi']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,This Is the End,107.0,"Comedy,Fantasy",6.6,Evan Goldberg,James Weaver,Brandon Trost,Jason Stone,32000000,101470202,25068915,126539117,295.434740625,2013,"['Comedy', 'Fantasy']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
327,This Is Where I Leave You,103.0,"Comedy,Drama",6.6,Shawn Levy,Paula Weinstein,Terry Stacey,Jonathan Tropper,20000000,34296320,7000000,41296320,106.4816,2014,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
328,Mine vaganti,110.0,"Comedy,Drama,Romance",7.3,Ferzan Ozpetek,Domenico Procacci,Maurizio Calvesi,Ivan Cotroneo,9100000,0,18872126,18872126,107.38600000000001,2010,"['Comedy', 'Drama', 'Romance']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
329,The Haunting in Connecticut 2: Ghosts of Georgia,101.0,"Drama,Horror,Mystery",5.3,Tom Elkins,Paul Brooks,Yaron Levy,David Coggeshall,9000000,0,0,0,-100.0,2013,"['Drama', 'Horror', 'Mystery']",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
330,New Year's Eve,113.0,"Comedy,Romance",5.7,Garry Marshall,Mike Karz,Charles Minsky,Katherine Fugate,26000000,54544638,92305635,146850273,464.80874230769234,2011,"['Comedy', 'Romance']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
331,Fugly!,100.0,Comedy,4.3,Alfredo Rodriguez de Villa,Daniel Bigel,Nancy Schreiber,Kathy DeMarco,4500000,0,0,0,-100.0,2014,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
332,The Woods,117.0,"Drama,Thriller",7.5,Michael Mandell,Romeo Antonio,Jonathan Greene,Stuart Bartieke,6000000,11494838,4874870,16369708,172.82846666666666,2012,"['Drama', 'Thriller']",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
333,NightLights,97.0,Drama,8.0,David Midell,Keaton Wooden,John Klein,Nick Izzo,250000,21147,0,21147,-91.5412,2014,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
334,Blackhats,104.0,"Action,Drama,Thriller",6.2,Laron Austin,Bennie Swint,Karlyle Harris,Martin L. Kelley,70000000,8005980,11659024,19665004,-71.90713714285715,2015,"['Action', 'Drama', 'Thriller']",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
335,Insidious: Chapter 2,106.0,"Horror,Mystery,Thriller",6.6,James Wan,Jason Blum,John R. Leonetti,Leigh Whannell,5000000,83586447,78335068,161921515,3138.4303,2013,"['Horror', 'Mystery', 'Thriller']",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
336,Not Safe for Work,74.0,Thriller,5.8,Joe Johnston,Jason Blum,Jonathan Taylor,Adam Mason,2500000,0,0,0,-100.0,2014,['Thriller'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
337,The Hallow,97.0,Horror,5.7,Corin Hardy,Joe Neurauter,Martijn van Broekhuizen,Felipe Marino,100000,22764410,18892064,41656474,41556.473999999995,2015,['Horror'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,Beginner's Guide to Sex,92.0,Comedy,3.2,Andrew Drazek,Michael Mailer,Christopher C. Pearson,Ted Beck,1800000,0,0,0,-100.0,2015,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
339,"Men, Women & Children",119.0,"Comedy,Drama",6.7,Jason Reitman,Helen Estabrook,Eric Steelberg,Chad Kultgen,16000000,705908,979495,1685403,-89.46623124999999,2014,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
340,Chiamatemi Francesco - Il Papa della gente,98.0,Biography,6.5,Daniele Luchetti,Pietro Valsecchi,Ivan Casalgrandi,Martín Salinas,15000000,0,3925769,3925769,-73.82820666666666,2015,['Biography'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
341,Suntan,104.0,Drama,6.6,Argyris Papadimitropoulos,Phaedra Vokali,Christos Karamanis,Syllas Tzoumerkas,11000000,5599781,67390000,72989781,563.5434636363636,2016,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
342,Mission: Impossible - Fallout,147.0,"Action,Adventure,Thriller",7.8,Christopher McQuarrie,J.J. Abrams,Rob Hardy,Bruce Geller,178000000,220159104,567297448,787456552,342.3913213483146,2018,"['Action', 'Adventure', 'Thriller']",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
343,A Dog's Way Home,96.0,"Adventure,Drama,Family",6.7,Charles Martin Smith,Gavin Polone,Peter Menzies Jr.,W. Bruce Cameron,61000000,41952715,39196974,81149689,33.03227704918032,2019,"['Adventure', 'Drama', 'Family']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
